segment_id,timestamp_micros,id_interno,object_type,box_center_x,box_center_y,box_center_z,box_length,box_width,box_height,speed_mps,num_lidar_points,weather,time_of_day,detection_difficulty,sensor_version
seg_0035,1691875010800000,det_0001876,PEDESTRIAN,38.854,-2.714,0.589,0.880,0.883,1.886,1.107,54,sunny,Day,LEVEL_1,v2.0.1
seg_0088,1693200012800000,det_0020061,SIGN,8.133,12.634,1.093,0.386,0.380,2.087,0.000,163,Sunny,Day,LEVEL_1,v2.0.1
seg_0056,1692400007300000,det_0006466,PEDESTRIAN,51.047,18.020,1.154,0.927,0.804,1.715,0.535,38,sunny,Day,LEVEL_1,v2.0.1
seg_0063,1692575001300000,det_0039301,PEDESTRIAN,23.939,2.481,1.158,1.145,0.805,1.683,1.019,101,sunny,Day,LEVEL_1,v2.0.1
seg_0122,1694050012500000,det_0021537,VEHICLE,38.586,4.125,0.811,2.649,1.932,1.749,14.667,38,sunny,Day,LEVEL_1,v2.0.1
seg_0114,1693850007700000,det_0026287,PEDESTRIAN,19.680,-10.789,0.960,0.980,0.840,1.716,0.604,106, rain,Day,LEVEL_1,v2.0.1
seg_0075,1692875006500000,det_0023928,PEDESTRIAN,18.807,-5.925,1.226,0.917,0.965,1.665,1.369,131,RAIN ,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0146,1694650016700000,det_0017124,PEDESTRIAN,34.933,-14.132,0.175,1.043,0.705,1.588,1.662,44,rain,Day,LEVEL_1,v2.0.1
seg_0117,1693925019400000,det_0017914,VEHICLE,49.890,7.684,1.183,4.065,1.926,1.551,1.174,34,sunny,Night,LEVEL_1,v2.0.1
seg_0122,1694050008100000,det_0026821,VEHICLE,-3.206,9.348,0.941,5.524,2.033,1.609,15.785,274,SUNNY,Night,LEVEL_1,v2.0.1
seg_0045,1692125015100000,det_0010141,SIGN,-3.942,10.882,0.568,0.324,0.373,1.849,0.000,245,rain,Night,LEVEL_1,v2.0.1
seg_0079,1692975018400000,det_0028714,VEHICLE,25.229,5.237,0.712,4.424,1.813,1.776,18.027,92,Fog,Day,LEVEL_1,v2.0.1
seg_0040,1692000015500000,det_0037486,PEDESTRIAN,-0.964,-8.065,1.553,0.874,0.802,1.518,1.848,320,sunny,Day,LEVEL_1,v2.0.1
seg_0058,1692450006100000,det_0024359,VEHICLE,33.228,2.210,1.498,5.109,1.748,1.134,12.840,65,sunny,Night,LEVEL_2,v2.0.1
seg_0031,1691775017000000,det_0010875,PEDESTRIAN,-4.137,19.112,0.447,1.149,0.771,1.632,2.037,125,rain,Night,LEVEL_1,v2.0.1
seg_0002,1691050006800000,det_0030531,PEDESTRIAN,10.475,-12.266,0.969,0.924,0.826,1.713,1.475,171,sunny,Night,LEVEL_2,v2.0.1
seg_0121,1694025002900000,det_0016799,SIGN,-9.871,13.368,0.755,0.402,0.402,2.689,0.000,165,sunny,Day,LEVEL_2,v2.0.1
seg_0126,1694150012800000,det_0003522,VEHICLE,-2.826,-15.962,1.032,5.336,1.888,1.650,14.121,165,Sunny,Day,LEVEL_1,v2.0.1
seg_0141,1694525006300000,det_0002830,PEDESTRIAN,36.544,0.212,1.090,0.874,1.004,1.879,1.164,57,rain,Day,LEVEL_1,v2.0.1
seg_0143,1694575012400000,det_0023529,VEHICLE,44.039,12.044,0.589,3.155,2.171,1.522,16.541,53,sunny,Day,LEVEL_1,v2.0.1
seg_0030,1691750010400000,det_0019890,VEHICLE,29.709,-7.676,1.754,4.590,1.645,1.537,12.729,72,SUNNY,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0092,1693300012000000,det_0038447,Ped,36.192,-1.014,1.031,0.713,0.945,1.570,1.896,66,rain,Day,LEVEL_1,v2.0.1
seg_0060,1692500013800000,det_0015843,VEHICLE,32.156,-0.424,1.146,4.137,1.856,1.467,13.654,70,Sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0060,1692500019800000,det_0023215,PEDESTRIAN,9.501,-20.595,1.430,0.665,0.909,1.558,1.837,108,rain,Night,LEVEL_1,v2.0.1
seg_0015,1691375001200000,det_0034284,VEHICLE,-9.540,-16.059,0.192,5.933,2.083,1.427,13.407,131,Sunny,Day,LEVEL_1,v2.0.1
seg_0116,1693900007000000,det_0014240,SIGN,52.753,-9.006,0.258,0.309,0.431,1.711,0.000,27,soleado,Day,LEVEL_1,v2.0.1
seg_0131,1694275013100000,det_0036578,SIGN,53.199,-6.919,0.766,0.658,0.322,1.650,0.000,28,sunny,Day,LEVEL_1,v2.0.1
seg_0135,1694375010100000,det_0021962,VEHICLE,-21.127,27.413,1.147,4.575,1.870,1.346,3.363,65,sunny,Day,LEVEL_1,v2.0.1
seg_0103,1693575019600000,det_0038473,VEHICLE,28.879,-20.354,0.895,3.391,1.763,1.583,12.361,63, rain,Day,LEVEL_1,v2.0.1
seg_0148,1694700004800000,det_0031627,PEDESTRIAN,21.143,-13.961,0.622,0.890,0.820,1.755,1.281,103,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0060,1692500015600000,det_0035952,VEHICLE,25.612,5.297,0.729,13.021,2.757,3.359,7.735,74,RAIN ,Night,LEVEL_1,v2.0.1
seg_0115,1693875003600000,det_0038565,VEHICLE,-32.636,-5.702,0.383,5.238,1.907,1.210,0.378,52,sunny,Night,LEVEL_1,v2.0.1
seg_0087,1693175019000000,det_0038872,VEHICLE,40.534,-13.913,0.838,4.731,2.088,1.724,10.998,44,rain,Night,LEVEL_1,v2.0.1
seg_0108,1693700018900000,det_0013282,VEHICLE,17.559,-2.480,1.151,4.544,1.682,1.430,14.921,148,soleado,Day,LEVEL_1,v2.0.1
seg_0062,1692550007800000,det_0029852,VEHICLE,17.817,18.687,0.920,4.762,1.902,1.287,13.933,89,sunny,Night,LEVEL_1,v2.0.1
seg_0050,1692250008300000,det_0004950,VEHICLE,10.603,-3.195,1.499,5.517,1.704,1.471,10.791,271,niebla,Day,LEVEL_1,v2.0.1
seg_0020,1691500005000000,det_0001925,VEHICLE,21.313,1.119,0.506,6.447,1.991,1.454,12.534,115,sunny,Day,LEVEL_1,v2.0.1
seg_0107,1693675017500000,det_0028983,SIGN,28.638,-0.570,0.476,0.394,0.263,1.930,0.000,72,,Day,LEVEL_1,v2.0.1
seg_0087,1693175008500000,det_0006990,VEHICLE,7.705,1.032,1.111,2.690,2.370,1.562,12.272,-1,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0071,1692775019500000,det_0002548,PEDESTRIAN,7.012,11.852,0.562,0.633,0.640,1.613,1.252,203,fog,Day,LEVEL_1,v2.0.1
seg_0136,1694400016100000,det_0012579,PEDESTRIAN,-3.885,-4.667,0.568,0.823,0.854,1.811,1.052,403,,Day,LEVEL_1,v2.0.1
seg_0128,1694200012200000,det_0032246,VEHICLE,-12.682,3.342,0.831,4.537,2.061,0.934,19.447,204,sunny,Night,LEVEL_1,v2.0.1
seg_0048,1692200004100000,det_0031770,CYCLIST,52.225,-19.823,0.734,1.665,0.676,1.827,4.793,29,lluvia,Night,LEVEL_1,v2.0.1
seg_0054,1692350015400000,det_0011998,VEHICLE,8.802,3.159,1.097,15.797,2.745,3.186,0.993,294,rain,Night,LEVEL_1,v2.0.1
seg_0119,1693975017300000,det_0016254,PEDESTRIAN,4.298,10.384,0.484,0.887,0.788,1.705,1.741,240,rain,Day,LEVEL_1,v2.0.1
seg_0010,1691250006000000,det_0037344,PEDESTRIAN,-1.000,-0.747,1.253,0.788,0.750,1.709,1.773,786,rain,Day,LEVEL_1,v2.0.1
seg_0102,1693550015800000,det_0016781,PEATON,9.281,0.623,0.623,1.055,0.648,1.781,0.796,266,rain,Night,LEVEL_1,v2.0.1
seg_0092,1693300007000000,det_0003448,PEDESTRIAN,75.684,-6.547,0.836,0.804,0.843,1.683,1.815,22,sunny,Day,LEVEL_2,v2.0.1
seg_0095,1693375014400000,det_0026139,VEHICLE,70.024,13.857,1.099,4.467,1.897,1.724,12.970,20,sunny,Day,LEVEL_2,v2.0.1
seg_0046,1692150015700000,det_0021543,PEDESTRIAN,28.103,-5.299,0.625,1.084,0.698,1.838,1.536,72,sunny,Day,LEVEL_1,v2.0.1
seg_0099,1693475003900000,det_0031524,VEHICLE,44.523,3.763,1.616,5.056,1.785,1.654,10.895,41,rain,Day,LEVEL_1,v2.0.1
seg_0122,1694050016400000,det_0022510,VEHICLE,-2.753,22.502,0.493,3.112,2.062,1.185,3.312,118,rain,Day,LEVEL_1,v2.0.1
seg_0111,1693775006100000,det_0016704,VEHICLE,36.989,-0.575,1.365,4.936,1.762,1.209,10.224,54,SUNNY,Night,LEVEL_1,v2.0.1
seg_0083,1693075009100000,det_0001576,VEHICLE,32.146,8.970,1.041,5.683,2.150,1.820,19.482,71,Sunny,Night,LEVEL_1,v2.0.1
seg_0024,1691600011400000,det_0020177,VEHICLE,41.442,3.764,0.494,4.992,1.807,2.053,0.840,44,Sunny,Day,LEVEL_2,v2.0.1
seg_0026,1691650015100000,det_0018759,VEHICLE,25.375,3.726,0.920,4.858,1.590,1.724,3.808,98,sunny,Night,LEVEL_1,v2.0.1
seg_0127,1694175019000000,det_0021208,VEHICLE,35.029,-7.905,0.311,4.455,2.177,1.745,13.207,54,fog,Day,LEVEL_1,v2.0.1
seg_0030,1691750005000000,det_0004158,VEHICLE,37.808,-6.465,1.719,4.323,1.909,1.526,9.344,36,sunny,Day,LEVEL_2,v2.0.1
seg_0050,1692250010400000,det_0033160,PEDESTRIAN,4.211,4.702,0.641,0.672,0.891,1.936,0.420,366,sunny,Day,LEVEL_2,v2.0.1
seg_0060,1692500005000000,det_0021066,VEHICLE,38.144,2.309,0.825,3.905,1.851,1.743,10.482,61,fog,Day,LEVEL_1,v2.0.1
seg_0039,1691975019500000,det_0010487,CYCLIST,-8.807,-6.128,1.180,1.651,0.580,1.708,4.237,250,rain,Day,LEVEL_1,v2.0.1
seg_0100,1693500012100000,det_0014667,VEHICLE,10.689,-21.374,1.349,4.216,1.915,1.355,9.982,93,Fog,Day,LEVEL_1,v2.0.1
seg_0068,1692700000100000,det_0033926,VEHICLE,30.655,-1.436,0.591,5.444,2.036,1.172,17.102,56,sunny,Day,LEVEL_1,v2.0.1
seg_0150,1694750014800000,det_0004088,VEHICLE,75.006,-7.289,1.232,4.076,2.338,2.014,13.059,15,rain,Day,LEVEL_2,v2.0.1
seg_0013,1691325004000000,det_0027470,VEHICLE,0.125,19.729,1.216,5.106,1.744,1.426,18.360,145,sunny,Night,LEVEL_1,v2.0.1
seg_0085,1693125008500000,det_0032106,PEDESTRIAN,6.587,7.019,0.689,0.586,0.858,1.627,1.234,287,RAIN ,Day,LEVEL_1,v2.0.1
seg_0001,1691025012100000,det_0005843,VEHICLE,28.535,-9.060,1.207,5.271,1.743,1.742,14.440,63,sunny,Day,LEVEL_1,v2.0.1
seg_0005,1691125019800000,det_0009345,PEDESTRIAN,31.123,9.181,0.555,1.052,0.707,1.667,1.328,80,fog,Day,LEVEL_1,v2.0.1
seg_0044,1692100016200000,det_0016976,VEHICLE,75.900,14.063,1.305,3.900,1.546,1.863,16.510,20,sunny,Night,LEVEL_2,v2.0.1
seg_0133,1694325012600000,det_0016313,Pedestrian,30.150,-20.142,0.802,0.876,0.670,1.711,0.696,48,rain,Day,LEVEL_1,v2.0.1
seg_0113,1693825019200000,det_0032914,VEHICLE,19.343,-10.940,1.165,4.529,2.079,1.505,16.869,121,rain,Day,LEVEL_1,v2.0.1
seg_0115,1693875003400000,det_0031408,VEHICLE,1.735,-4.062,0.380,5.220,1.999,1.905,8.991,478,Sunny,Day,LEVEL_1,v2.0.1
seg_0007,1691175006000000,det_0030544,VEHICLE,0.405,-9.683,0.658,4.056,1.670,1.491,2.073,283,sunny,Day,LEVEL_1,v2.0.1
seg_0100,1693500008400000,det_0013528,SIGN,34.485,-2.301,1.696,0.274,0.316,2.021,0.000,79,soleado,Day,LEVEL_2,v2.0.1
seg_0116,1693900002500000,det_0008420,PEDESTRIAN,-24.786,-2.885,0.824,1.026,0.604,1.615,1.332,90,sunny,Day,LEVEL_1,v2.0.1
seg_0085,1693125000500000,det_0025325,PEDESTRIAN,49.028,-3.720,1.070,0.986,0.815,1.703,1.645,36,niebla,Day,LEVEL_1,v2.0.1
seg_0135,1694375010000000,det_0006675,VEHICLE,-0.411,10.152,0.316,5.103,1.783,1.464,10.167,245,Sunny,Night,LEVEL_1,v2.0.1
seg_0005,1691125000800000,det_0012163,VEHICLE,15.797,11.374,0.585,5.319,1.897,1.702,14.344,133,rain,Day,LEVEL_1,v2.0.1
seg_0137,1694425015600000,det_0012730,PEDESTRIAN,1.164,-2.547,0.615,0.951,1.023,1.958,0.903,579,sunny,Night,LEVEL_1,v2.0.1
seg_0063,1692575000500000,det_0021152,VEHICLE,44.170,-10.771,0.540,4.684,1.781,1.660,4.240,50,sunny,Night,LEVEL_1,v2.0.1
seg_0060,1692500011100000,det_0023922,VEHICLE,30.202,7.221,1.259,4.608,1.805,1.923,2.112,62,rain,Day,LEVEL_2,v2.0.1
seg_0066,1692650016200000,det_0033680,VEHICLE,-27.609,2.252,0.688,3.946,2.081,1.750,8.358,77,sunny,Day,LEVEL_1,v2.0.1
seg_0015,1691375018500000,det_0034267,VEHICLE,-7.836,0.947,0.988,5.804,1.973,1.578,8.451,336,fog,Day,LEVEL_1,v2.0.1
seg_0017,1691425015200000,det_0017978,VEHICLE,29.096,3.806,-0.011,6.372,2.146,1.427,7.315,98,sunny,Day,LEVEL_1,v2.0.1
seg_0060,1692500009400000,det_0021472,VEHICLE,-16.740,-27.729,0.340,4.660,2.184,1.507,11.342,72, rain,Night,LEVEL_1,v2.0.1
seg_0057,1692425014200000,det_0014312,VEHICLE,7.396,-10.702,0.865,4.813,2.122,2.081,12.167,184,sunny,Day,LEVEL_1,v2.0.1
seg_0016,1691400018100000,det_0016675,PEDESTRIAN,31.184,-4.372,0.330,0.891,0.785,1.262,0.688,74,rain,Day,LEVEL_1,v2.0.1
seg_0047,1692175004000000,det_0019448,VEHICLE,39.830,21.325,0.420,5.166,1.481,1.249,3.632,50,rain,Day,LEVEL_1,v2.0.1
seg_0036,1691900009400000,det_0029145,VEHICLE,17.011,-11.241,0.759,3.575,2.314,1.783,13.492,132, rain,Night,LEVEL_1,v2.0.1
seg_0044,1692100014700000,det_0024933,PEDESTRIAN,33.791,4.348,0.772,0.597,0.915,1.769,1.803,72,sunny,Day,LEVEL_1,v2.0.1
seg_0125,1694125016900000,det_0010855,PEDESTRIAN,19.826,-6.892,0.723,0.801,0.728,1.779,1.695,126,,Day,LEVEL_1,v2.0.1
seg_0045,1692125015300000,det_0023888,PEDESTRIAN,53.741,0.043,0.249,0.667,0.945,1.857,0.927,39,sunny,Day,LEVEL_1,v2.0.1
seg_0056,1692400002700000,det_0008952,VEHICLE,48.291,13.229,0.212,3.502,1.876,1.496,8.518,40,sunny,Day,LEVEL_1,v2.0.1
seg_0136,1694400001800000,det_0033945,PEDESTRIAN,67.311,-1.202,0.565,0.881,0.688,1.612,1.658,20,rain,Day,LEVEL_2,v2.0.1
seg_0115,1693875012800000,det_0016363,PEDESTRIAN,27.373,0.559,0.842,1.026,0.701,1.654,1.470,98,sunny,Day,LEVEL_1,v2.0.1
seg_0094,1693350012800000,det_0019972,VEHICLE,7.144,14.917,0.686,3.809,1.730,1.612,8.067,175,SUNNY,Day,LEVEL_1,v2.0.1
seg_0001,1691025005200000,det_0026630,SIGN,-18.183,-17.092,0.802,0.340,0.424,2.292,0.000,84,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0120,1694000007800000,det_0033170,Pedestrian,-17.588,-7.068,1.290,1.062,0.658,1.715,1.932,137,lluvia,Day,LEVEL_1,v2.0.1
seg_0016,1691400000600000,det_0011383,PEDESTRIAN,32.682,11.329,0.761,0.915,0.554,1.884,1.370,72,sunny,Day,LEVEL_1,v2.0.1
seg_0036,1691900000100000,det_0025924,VEHICLE,-18.877,-8.494,0.945,4.385,2.006,1.373,5.115,117,fog,Day,LEVEL_1,v2.0.1
seg_0057,1692425004500000,det_0003024,VEHICLE,27.068,8.414,0.715,3.996,2.188,1.480,4.449,72,,Night,LEVEL_1,v2.0.1
seg_0094,1693350018000000,det_0007377,VEHICLE,18.738,6.632,1.408,4.872,1.709,1.353,6.159,145,SUNNY,Day,LEVEL_1,v2.0.1
seg_0108,1693700005800000,det_0037322,PEDESTRIAN,17.602,8.203,1.265,0.813,0.896,1.603,1.502,116,SUNNY,Day,LEVEL_1,v2.0.1
seg_0013,1691325017900000,det_0029037,VEHICLE,12.386,-10.888,0.488,4.459,2.008,1.316,6.552,155,soleado,Day,LEVEL_1,v2.0.1
seg_0093,1693325015700000,det_0026438,VEHICLE,34.793,-1.347,0.770,4.331,2.053,1.598,9.537,70,,Day,LEVEL_1,v2.0.1
seg_0047,1692175006400000,det_0036206,VEHICLE,32.555,-1.920,1.238,4.687,1.975,1.250,1.920,73,,Day,LEVEL_1,v2.0.1
seg_0066,1692650010400000,det_0013414,SIGN,-7.895,-2.322,0.883,0.353,0.366,2.180,0.000,309,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0013,1691325000600000,det_0018094,CYCLIST,20.875,-2.622,0.227,1.810,0.958,1.588,2.104,107,SUNNY,Day,LEVEL_1,v2.0.1
seg_0088,1693200014300000,det_0034789,PEDESTRIAN,6.053,-7.280,0.405,1.200,0.712,1.728,1.077,299,sunny,Day,LEVEL_1,v2.0.1
seg_0124,1694100004500000,det_0039991,VEHICLE,11.295,-19.864,1.224,5.285,2.261,1.878,1.522,118,sunny,Day,LEVEL_1,v2.0.1
seg_0123,1694075002500000,det_0015603,VEHICLE,42.142,7.604,1.014,4.492,1.646,1.322,7.886,37,sunny,Night,LEVEL_1,v2.0.1
seg_0149,1694725013300000,det_0035792,VEHICLE,11.482,-2.574,1.182,4.717,2.167,2.026,9.738,263,soleado,Night,LEVEL_1,v2.0.1
seg_0099,1693475008900000,det_0032522,PEDESTRIAN,28.894,4.714,0.927,1.099,0.683,1.597,1.131,80,rain,Night,LEVEL_1,v2.0.1
seg_0100,1693500001000000,det_0025057,VEHICLE,28.930,-5.718,1.214,4.465,1.693,1.769,9.569,83,sunny,Night,LEVEL_1,v2.0.1
seg_0086,1693150015400000,det_0039396,VEHICLE,31.872,2.134,1.090,5.287,1.902,1.477,5.896,68,,Day,LEVEL_1,v2.0.1
seg_0098,1693450003600000,det_0025466,SIGN,33.028,10.064,1.282,0.275,0.368,1.210,0.000,65,SUNNY,Night,LEVEL_1,v2.0.1
seg_0051,1692275008200000,det_0025499,VEHICLE,31.277,7.683,0.733,5.111,2.035,1.416,2.428,67,,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0092,1693300014300000,det_0015144,VEHICLE,25.493,0.206,0.935,4.527,1.921,1.556,7.965,92,Sunny,Day,LEVEL_1,v2.0.1
seg_0065,1692625004800000,det_0020556,VEHICLE,26.087,2.145,0.618,4.576,2.088,1.696,12.556,94,Fog,Day,LEVEL_1,v2.0.1
seg_0107,1693675015400000,det_0002119,VEHICLE,-4.640,-0.623,0.884,4.504,1.851,1.309,13.439,475,,Dawn/Dusk,LEVEL_2,v2.0.1
seg_0117,1693925006700000,det_0022970,VEHICLE,15.231,-4.885,1.117,3.902,2.531,2.309,12.028,171,rain,Day,LEVEL_1,v2.0.1
seg_0103,1693575019500000,det_0015932,SIGN,32.967,-8.711,0.880,0.452,0.348,1.944,0.000,60,Sunny,Night,LEVEL_1,v2.0.1
seg_0044,1692100017500000,det_0019228,VEHICLE,2.540,13.714,0.623,4.925,1.835,1.308,3.215,-1,sunny,Day,LEVEL_1,v2.0.1
seg_0096,1693400012100000,det_0031870,VEHICLE,-9.092,-8.733,0.640,5.745,2.042,1.592,2.336,209,lluvia,Day,LEVEL_1,v2.0.1
seg_0052,1692300003000000,det_0023595,PEDESTRIAN,30.540,-11.748,1.203,0.999,0.837,1.736,1.806,65,rain,Night,LEVEL_1,v2.0.1
seg_0119,1693975018500000,det_0025577,VEHICLE,24.795,20.059,0.732,4.446,1.908,1.937,18.431,85,sunny,Day,LEVEL_1,v2.0.1
seg_0039,1691975008200000,det_0012981,VEHICLE,32.773,-7.410,1.051,3.616,1.926,1.726,0.555,71,sunny,Day,LEVEL_1,v2.0.1
seg_0121,1694025010900000,det_0005921,VEHICLE,24.675,4.835,1.305,5.419,2.141,1.702,8.506,81,rain,Night,LEVEL_1,v2.0.1
seg_0139,1694475009200000,det_0027643,VEHICLE,1.089,-0.261,0.422,4.729,2.344,1.352,19.049,748,SUNNY,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0044,1692100017200000,det_0024226,PEDESTRIAN,7.522,-18.022,1.107,0.956,0.578,1.803,0.605,124,Sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0078,1692950016900000,det_0023749,VEHICLE,-19.041,8.219,1.526,5.110,1.738,1.623,0.492,111,sunny,Night,LEVEL_1,v2.0.1
seg_0115,1693875005800000,det_0009861,PEDESTRIAN,8.171,-0.016,0.783,1.089,0.716,2.025,1.767,322,sunny,Day,LEVEL_1,v2.0.1
seg_0012,1691300005100000,det_0027306,VEHICLE,40.138,-5.044,1.109,3.761,1.940,1.840,10.061,52,sunny,Day,LEVEL_2,v2.0.1
seg_0067,1692675010100000,det_0025898,Ped,-7.427,-6.559,0.610,1.071,0.706,1.932,0.903,272,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0050,1692250010000000,det_0011731,SIGN,46.073,11.809,0.737,0.424,0.300,1.624,0.000,33,fog,Day,LEVEL_1,v2.0.1
seg_0024,1691600012700000,det_0019020,PEDESTRIAN,12.971,-18.416,0.264,1.216,0.760,1.569,1.958,95,sunny,Day,LEVEL_1,v2.0.1
seg_0080,1693000017200000,det_0021841,PEDESTRIAN,30.222,6.504,1.179,1.245,0.978,1.808,1.159,55,sunny,Day,LEVEL_1,v2.0.1
seg_0129,1694225014800000,det_0028265,VEHICLE,0.777,9.407,0.717,3.379,2.046,2.097,14.677,302,Fog,Day,LEVEL_2,v2.0.1
seg_0082,1693050009600000,det_0023856,SIGN,43.897,-1.432,1.044,0.440,0.456,2.840,0.000,28,fog,Day,LEVEL_1,v2.0.1
seg_0136,1694400008400000,det_0013544,VEHICLE,27.660,38.031,1.517,5.029,1.898,1.546,9.315,45, rain,Night,LEVEL_1,v2.0.1
seg_0085,1693125014100000,det_0031042,CYCLIST,18.975,-16.513,1.350,1.366,0.711,1.793,3.875,92,,Day,LEVEL_1,v2.0.1
seg_0074,1692850012300000,det_0007059,PEDESTRIAN,3.510,-13.583,0.710,1.185,0.702,1.758,1.560,190,soleado,Day,LEVEL_1,v2.0.1
seg_0038,1691950013400000,det_0032999,PEDESTRIAN,9.694,12.662,0.136,1.218,0.819,1.704,2.005,181,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0066,1692650014400000,det_0010245,VEHICLE,23.658,-14.094,1.031,5.139,1.870,1.299,9.127,-1,niebla,Night,LEVEL_1,v2.0.1
seg_0110,1693750015900000,det_0019876,VEHICLE,-52.778,7.333,0.852,4.496,2.216,1.539,10.570,33,sunny,Day,LEVEL_1,v2.0.1
seg_0078,1692950012200000,det_0035758,PEDESTRIAN,13.456,9.615,1.041,0.904,0.718,1.384,0.652,162,SUNNY,Day,LEVEL_1,v2.0.1
seg_0114,1693850014400000,det_0008182,VEHICLE,-40.930,8.141,1.271,4.223,2.058,1.572,18.899,52,sunny,Day,LEVEL_1,v2.0.1
seg_0006,1691150010900000,det_0038502,SIGN,17.450,10.425,1.422,0.333,0.427,1.999,0.000,118,sunny,Day,LEVEL_1,v2.0.1
seg_0019,1691475003000000,det_0021174,VEHICLE,-5.369,8.720,1.161,3.449,1.734,1.587,4.313,264,soleado,Day,LEVEL_1,v2.0.1
seg_0093,1693325006600000,det_0026638,PEDESTRIAN,11.336,2.894,1.402,1.050,0.814,1.825,1.830,222,sunny,Day,LEVEL_1,v2.0.1
seg_0096,1693400011200000,det_0024411,VEHICLE,10.442,-4.749,0.942,6.083,2.061,2.032,6.047,254,sunny,Day,LEVEL_1,v2.0.1
seg_0126,1694150018600000,det_0001970,VEHICLE,13.166,-9.283,1.013,5.033,1.856,2.072,4.865,157,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0111,1693775011600000,det_0002017,VEHICLE,19.870,2.219,1.169,17.710,2.548,3.231,12.809,118,RAIN ,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0070,1692750000100000,det_0002464,VEHICLE,29.713,11.385,1.352,4.176,1.772,1.740,10.114,71,sunny,Day,LEVEL_1,v2.0.1
seg_0016,1691400018100000,det_0030337,Pedestrian,14.773,-6.221,0.351,0.941,0.784,1.741,2.028,159,fog,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0120,1694000014500000,det_0008296,VEHICLE,-32.540,-0.939,0.456,4.372,1.693,1.572,3.227,64,sunny,Day,LEVEL_1,v2.0.1
seg_0081,1693025016300000,det_0029453,PEDESTRIAN,34.173,-3.319,0.793,1.139,0.698,1.638,1.151,59,Sunny,Day,LEVEL_1,v2.0.1
seg_0062,1692550014700000,det_0028972,PEATON,24.984,-6.685,0.917,0.807,0.965,1.849,1.716,86,sunny,Day,LEVEL_1,v2.0.1
seg_0036,1691900012600000,det_0033203,VEHICLE,-5.633,24.564,1.209,4.716,2.173,1.768,17.464,94,sunny,Night,LEVEL_1,v2.0.1
seg_0043,1692075009200000,det_0020218,PEDESTRIAN,54.703,-21.691,1.199,0.913,0.890,1.595,0.606,24,fog,Day,LEVEL_2,v2.0.1
seg_0101,1693525002200000,det_0018181,SIGN,14.926,13.944,0.792,0.200,0.315,1.554,0.000,132,RAIN ,Day,LEVEL_1,v2.0.1
seg_0030,1691750013300000,det_0005176,VEHICLE,26.341,6.633,1.614,4.524,1.964,1.418,9.060,94,rain,Day,LEVEL_2,v2.0.1
seg_0148,1694700007300000,det_0012356,VEHICLE,24.778,10.346,0.964,4.141,1.486,1.802,5.403,-1,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0064,1692600018800000,det_0026848,VEHICLE,5.089,4.116,0.700,4.605,1.901,1.257,7.484,387,sunny,Day,LEVEL_2,v2.0.1
seg_0103,1693575004300000,det_0011192,VEHICLE,52.407,-4.113,1.092,4.724,1.786,1.843,3.107,27,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0029,1691725001700000,det_0003193,VEHICLE,18.964,2.079,1.031,4.085,1.639,1.503,4.034,155,SUNNY,Day,LEVEL_1,v2.0.1
seg_0096,1693400015400000,det_0000598,PEDESTRIAN,32.435,24.124,0.669,1.051,0.794,1.746,1.125,50,fog,Day,LEVEL_1,v2.0.1
seg_0001,1691025012500000,det_0000103,SIGN,5.685,9.465,1.317,0.328,0.411,2.618,0.000,238,soleado,Night,LEVEL_2,v2.0.1
seg_0152,1694800018100000,det_0031007,VEHICLE,25.728,13.375,0.302,5.474,1.799,1.330,7.105,72,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0107,1693675001400000,det_0024513,VEHICLE,-12.024,5.316,0.682,5.423,1.860,1.540,3.730,227,RAIN ,Day,LEVEL_1,v2.0.1
seg_0061,1692525007600000,det_0007165,VEHICLE,41.920,3.368,0.372,4.900,1.949,1.244,7.780,41,sunny,Day,LEVEL_1,v2.0.1
seg_0031,1691775010100000,det_0012503,Pedestrian,11.086,10.874,1.097,1.034,0.895,1.666,1.673,167,,Day,LEVEL_1,v2.0.1
seg_0137,1694425006700000,det_0014679,VEHICLE,33.424,-5.906,0.964,4.822,2.114,1.900,10.270,60,fog,Day,LEVEL_1,v2.0.1
seg_0106,1693650012800000,det_0020090,VEHICLE,24.945,20.638,0.734,5.836,1.573,1.200,13.427,73,sunny,Day,LEVEL_2,v2.0.1
